,Resolution,pert,pressure,T,tk,q,qcloud,qice,qsnow,qrain,qgraup,rh,Model,pert_group,neg
53,1 km,T -0.5 @412,470.0,0.8828840255737305,0.7114014625549316,125.29727935791016,-0.14848056435585022,-0.0031382504384964705,-7.170726776123047,0.09865093976259232,-0.9147777557373047,0.7490757590060122,WRF,T 0.5 @412,True
144,1 km,T -0.5 @500,470.0,0.6792268753051758,0.5474030375480652,95.45874786376953,-0.34376847743988037,-0.0038232426159083843,-5.545943737030029,-0.03568701446056366,-0.3398226201534271,0.5033456341945662,WRF,T 0.5 @500,True
235,1 km,T -0.5 @600,470.0,0.5606381893157959,0.4516938328742981,74.43853759765625,-0.19518166780471802,-0.0034486507065594196,-3.4500157833099365,0.0622294582426548,0.041891925036907196,0.21399200176788954,WRF,T 0.5 @600,True
326,1 km,T -0.5 @730,470.0,0.48331525921821594,0.38940316438674927,62.87644577026367,-0.073560431599617,-0.001558436080813408,-2.470165729522705,0.049151405692100525,0.07629957795143127,0.12243008288150138,WRF,T 0.5 @730,True
417,1 km,T -0.5 @850,470.0,0.382636696100235,0.30828410387039185,48.0469856262207,-0.23573194444179535,-0.0007594748167321086,-2.414029836654663,0.026124339550733566,0.27881014347076416,0.016798518924626166,WRF,T 0.5 @850,True
963,1 km,q -0.0002 @412,470.0,1.1080172061920166,0.8927834033966064,171.45697021484375,-0.4829164445400238,-0.0019606673158705235,-2.830723762512207,-0.039000254124403,-1.178370714187622,1.6295816159009775,WRF,q 0.0002 @412,True
1054,1 km,q -0.0002 @500,470.0,0.9258086681365967,0.7460552453994751,140.7503662109375,0.008067438378930092,-0.002969625173136592,-2.779686212539673,0.05965832620859146,-0.24312783777713776,1.208688432272144,WRF,q 0.0002 @500,True
1145,1 km,q -0.0002 @600,470.0,0.7646566033363342,0.6161007881164551,102.38006591796875,0.010735838674008846,-0.0024599714670330286,-2.233081340789795,0.09279385209083557,-0.2126532942056656,0.35909907712946154,WRF,q 0.0002 @600,True
1236,1 km,q -0.0002 @730,470.0,0.6392176747322083,0.5150268077850342,82.47705078125,0.29263296723365784,-0.0017540153348818421,-2.440553665161133,-0.033017951995134354,0.29081445932388306,0.14990191701609648,WRF,q 0.0002 @730,True
1327,1 km,q -0.0002 @850,470.0,0.5868778824806213,0.472848117351532,75.4327392578125,-0.2787235677242279,-0.0014661207096651196,-2.315739631652832,0.030524464324116707,0.19980835914611816,0.11948116016424311,WRF,q 0.0002 @850,True
3694,4 km,T -0.5 @412,460.0,0.9866155982017517,0.7902271151542664,118.72904968261719,-0.11406595259904861,-0.001914538792334497,-4.851093769073486,-0.013835521414875984,-0.9250574707984924,0.7843089746292327,WRF,T 0.5 @412,True
3785,4 km,T -0.5 @500,460.0,0.7535561323165894,0.6035588383674622,89.97826385498047,-0.2930704653263092,-0.002633451484143734,-3.079171895980835,-0.10595569759607315,-1.0244178771972656,0.5322961069052715,WRF,T 0.5 @500,True
3876,4 km,T -0.5 @600,460.0,0.6050194501876831,0.4845508933067322,69.64362335205078,-0.06075603887438774,-0.0019994759932160378,-1.3009823560714722,0.12636446952819824,-0.49417927861213684,0.2840808039168719,WRF,T 0.5 @600,True
3967,4 km,T -0.5 @730,460.0,0.524299681186676,0.4199070334434509,56.961212158203125,-0.5970305800437927,-0.0016393999103456736,-1.3947166204452515,0.008362200111150742,-0.1553371399641037,0.07535945113477328,WRF,T 0.5 @730,True
4058,4 km,T -0.5 @850,460.0,0.4152485132217407,0.33257099986076355,38.534427642822266,-0.11587827652692795,0.00010162067337660119,-1.9783720970153809,0.013812558725476265,0.36563023924827576,-0.2625200634637339,WRF,T 0.5 @850,True
4604,4 km,q -0.0002 @412,460.0,1.2487391233444214,1.000134825706482,188.3290557861328,-0.3818926513195038,-0.0005831751623190939,-1.2894885540008545,-0.01145842019468546,-1.1987303495407104,2.9824017511954093,WRF,q 0.0002 @412,True
4695,4 km,q -0.0002 @500,460.0,1.0081292390823364,0.8074480891227722,143.21209716796875,0.35772398114204407,-0.0004123011894989759,-1.0682960748672485,0.1237490326166153,-0.1814032793045044,1.8969565096311063,WRF,q 0.0002 @500,True
4786,4 km,q -0.0002 @600,460.0,0.8006796836853027,0.641258716583252,86.58537292480469,-0.11150692403316498,-0.002160088624805212,-1.86690092086792,0.17802076041698456,-0.3546156585216522,0.12920015985914984,WRF,q 0.0002 @600,True
4877,4 km,q -0.0002 @730,460.0,0.7083467245101929,0.5673134326934814,81.44476318359375,-0.10764961689710617,-0.002591594122350216,-1.3313548564910889,-0.04971540719270706,-0.300204336643219,0.33967838263008066,WRF,q 0.0002 @730,True
4968,4 km,q -0.0002 @850,460.0,0.6904956698417664,0.553015410900116,77.1987075805664,-0.15809041261672974,-0.0014903099508956075,-1.2611727714538574,0.01446955930441618,-0.1701461523771286,0.22499803446214545,WRF,q 0.0002 @850,True
1874,100 m,T -0.5 @412,460.0,0.721503496170044,0.5779372453689575,78.49127960205078,-1.0674018859863281,-0.008165823295712471,-12.839272499084473,0.0007404370699077845,-1.2832311391830444,0.2984285439897112,WRF,T 0.5 @412,True
1965,100 m,T -0.5 @500,460.0,,,,,,,,,,WRF,T 0.5 @500,True
2056,100 m,T -0.5 @600,460.0,,,,,,,,,,WRF,T 0.5 @600,True
2147,100 m,T -0.5 @730,460.0,,,,,,,,,,WRF,T 0.5 @730,True
2238,100 m,T -0.5 @850,460.0,0.33756503462791443,0.2703927159309387,32.74805450439453,0.07622017711400986,-0.0034691926557570696,-2.6180288791656494,-0.00786155741661787,-0.03150184452533722,-0.09337344402328392,WRF,T 0.5 @850,True
2784,100 m,q -0.0002 @412,460.0,0.9150945544242859,0.7329998016357422,113.80433654785156,-3.3122522830963135,-0.009141083806753159,-4.979317665100098,-0.046972665935754776,-1.2897478342056274,1.1727752225024939,WRF,q 0.0002 @412,True
2875,100 m,q -0.0002 @500,460.0,,,,,,,,,,WRF,q 0.0002 @500,True
2966,100 m,q -0.0002 @600,460.0,,,,,,,,,,WRF,q 0.0002 @600,True
3057,100 m,q -0.0002 @730,460.0,,,,,,,,,,WRF,q 0.0002 @730,True
3148,100 m,q -0.0002 @850,460.0,0.49842724204063416,0.39924752712249756,49.90150833129883,0.18427149951457977,-0.006003065500408411,-1.5239503383636475,0.038482438772916794,-0.024470455944538116,-0.03606027207815281,WRF,q 0.0002 @850,True
54,1 km,T -0.5 @412,460.0,0.89564448595047,0.7173539400100708,117.4518051147461,-0.05319768935441971,-0.005306003615260124,-7.688857555389404,0.08393381536006927,-0.9072822332382202,0.774162781799171,WRF,T 0.5 @412,True
145,1 km,T -0.5 @500,460.0,0.6798619627952576,0.5445252060890198,86.87908935546875,-0.18213523924350739,-0.005174123682081699,-5.603107452392578,-0.012840913608670235,-0.3003235161304474,0.44718106736588,WRF,T 0.5 @500,True
236,1 km,T -0.5 @600,460.0,0.5760766863822937,0.46136346459388733,70.55360412597656,-0.03415592014789581,-0.004080425016582012,-3.4948689937591553,0.07053327560424805,0.10017489641904831,0.22459359367560947,WRF,T 0.5 @600,True
327,1 km,T -0.5 @730,460.0,0.4956965744495392,0.396993488073349,59.324527740478516,0.05071132257580757,-0.0022452075500041246,-2.5546011924743652,0.05045148730278015,0.0952589139342308,0.12235853130774813,WRF,T 0.5 @730,True
418,1 km,T -0.5 @850,460.0,0.3928002119064331,0.31458431482315063,45.6426887512207,-0.1629994660615921,-0.001298723742365837,-2.514538288116455,0.030660653486847878,0.28668642044067383,0.027612739757570778,WRF,T 0.5 @850,True
964,1 km,q -0.0002 @412,460.0,1.1272889375686646,0.902865469455719,161.91500854492188,-0.42254313826560974,-0.00426236679777503,-3.2585158348083496,-0.013221241533756256,-1.197836995124817,1.7100137611811765,WRF,q 0.0002 @412,True
1055,1 km,q -0.0002 @500,460.0,0.9338638186454773,0.7479526400566101,127.82850646972656,0.08377787470817566,-0.005098484922200441,-2.9699249267578125,0.06006255000829697,-0.2294081598520279,1.0708386125298035,WRF,q 0.0002 @500,True
1146,1 km,q -0.0002 @600,460.0,0.7816856503486633,0.6260407567024231,95.9576416015625,0.10190150886774063,-0.0036459793336689472,-2.2398767471313477,0.07998498529195786,-0.17654339969158173,0.3462027545305869,WRF,q 0.0002 @600,True
1237,1 km,q -0.0002 @730,460.0,0.6537280082702637,0.5235647559165955,77.79656219482422,0.3928596079349518,-0.002923635533079505,-2.5114474296569824,-0.010849323123693466,0.28538981080055237,0.15884943298130708,WRF,q 0.0002 @730,True
1328,1 km,q -0.0002 @850,460.0,0.6011679172515869,0.4814664125442505,71.01941680908203,-0.1660497784614563,-0.002587326802313328,-2.378570795059204,0.027965355664491653,0.21830543875694275,0.116118847916786,WRF,q 0.0002 @850,True
7488,250 m,T -0.5 @412,459.1594690676079,0.6273421194226216,0.5010202459013726,98.2255642829665,-0.09582463648745128,-9.985574857928185e-05,-3.1670766548246,-0.08997622360727318,-2.1714116544196,1.0837488651014129,MONC,T 0.5 @412,True
7571,250 m,T -0.5 @500,459.1594690676079,0.4742007175374851,0.3787154612317067,69.8504616263306,-0.0546933022514903,-7.83135946494467e-05,-2.4024351221185,-0.1066784182269,-1.0854164061181,0.6015868055529551,MONC,T 0.5 @500,True
7654,250 m,T -0.5 @600,459.1594690676079,0.3961039347052519,0.316344279499674,49.0693347362278,-0.05606152339672184,-6.417950836636674e-05,-2.6698064323656,0.150216590135,-0.12409064311299998,0.0860712948520898,MONC,T 0.5 @600,True
7737,250 m,T -0.5 @730,459.1594690676079,0.463071672999888,0.3698273657917639,63.11092564467,-0.031699820540231516,-5.797026239653872e-05,-1.4646105988026001,0.062954497243666,-0.010272186076909495,0.3578622352956415,MONC,T 0.5 @730,True
7820,250 m,T -0.5 @850,459.1594690676079,0.4987581948519164,0.3983280345658499,62.864951645156,-0.011960045663131576,-6.64988609025835e-05,-0.6996703327704,-0.02552793905961871,0.2694383698637,0.1664134710244695,MONC,T 0.5 @850,True
5496,1 km,T -0.5 @412,459.1594690676079,0.7421368051423087,0.5941972918647024,136.0783081991823,-0.05753481365004614,-2.910162955311835e-05,-2.1166153446647002,-0.08052772617340564,-2.8258463885927,1.6828120176507184,MONC,T 0.5 @412,True
5579,1 km,T -0.5 @500,459.1594690676079,0.5320291359211069,0.4259730410444149,66.5223340479932,-0.014678653916222991,-2.0659894936964477e-05,-1.9749137938749,0.03132193249220667,-1.5873041704694,-0.0231364616940936,MONC,T 0.5 @500,True
5662,1 km,T -0.5 @600,459.1594690676079,0.4911713141763698,0.3932599255325612,39.1043465146916,-0.008292740112642851,-1.804872778882504e-05,-2.0426874841956,0.1608062106501,-0.7388014410604,-0.8847786238578407,MONC,T 0.5 @600,True
5745,1 km,T -0.5 @730,459.1594690676079,0.5433865784838189,0.4350664609725072,50.7822075987043,-9.07423757445444e-05,-1.8543574736224906e-05,-0.23392584381780002,-0.1121034111387,0.3507844860255,-0.6882898784323714,MONC,T 0.5 @730,True
5828,1 km,T -0.5 @850,459.1594690676079,0.7007122171527271,0.5610303907900515,66.5516521267786,-0.002198193892467533,-3.187797475416309e-05,0.6666145412333999,-0.3561151395091,0.8863623228639,-0.837744768029367,MONC,T 0.5 @850,True
6326,1 km,q -0.0002 @412,459.1594690676079,1.0134606568146864,0.8114347294435901,281.1353302364518,-0.04858554098061021,-2.965535412747372e-05,2.6255784407153,0.039702542396419405,-1.6991889391682,6.175641705479663,MONC,q 0.0002 @412,True
6409,1 km,q -0.0002 @500,459.1594690676079,0.842638702208717,0.6746648749980863,157.2848736506484,0.01565816671925753,-2.5057483155434295e-05,0.2168740343131,0.12509524159229998,-0.4852173481014,2.0389075799827623,MONC,q 0.0002 @500,True
6492,1 km,q -0.0002 @600,459.1594690676079,0.7048144808064194,0.5643148983588162,78.5859570699447,0.019423711453610833,-2.0804409873618514e-05,-0.4417713150385,0.14653226900559999,0.1695124579975,-0.3981969552689008,MONC,q 0.0002 @600,True
6575,1 km,q -0.0002 @730,459.1594690676079,0.704524178308759,0.5640824655287701,86.49086593519351,0.0521766506073484,-1.5822676645933862e-05,-0.4626557176051,0.1346086287395,0.4648752118098,-0.0875107701870661,MONC,q 0.0002 @730,True
6658,1 km,q -0.0002 @850,459.1594690676079,0.7405427462211946,0.5929209968643931,84.7235750045789,0.02009079018214254,-2.0828801702981055e-05,-0.7197353811938001,0.05020178341873759,-0.2128551439403,-0.3196208341228725,MONC,q 0.0002 @850,True
3695,4 km,T -0.5 @412,450.0,0.9932709336280823,0.7904859781265259,110.05990600585938,-0.05761329084634781,-0.0034715591464191675,-5.115859031677246,-0.000617100449744612,-0.8988397121429443,0.7745959380300685,WRF,T 0.5 @412,True
3786,4 km,T -0.5 @500,450.0,0.7571941018104553,0.6026188135147095,81.94981384277344,-0.32337698340415955,-0.005023445934057236,-3.0112829208374023,-0.07082335650920868,-0.9922394156455994,0.4545995238282461,WRF,T 0.5 @500,True
3877,4 km,T -0.5 @600,450.0,0.6215807795524597,0.49454614520072937,65.49983978271484,-0.0684879794716835,-0.0031427843496203423,-1.3803088665008545,0.10359606891870499,-0.45446234941482544,0.2642187179145378,WRF,T 0.5 @600,True
3968,4 km,T -0.5 @730,450.0,0.5377953052520752,0.42789360880851746,53.612998962402344,-0.5966823697090149,-0.0024094434920698404,-1.43061363697052,0.016622010618448257,-0.13633297383785248,0.06208455364636166,WRF,T 0.5 @730,True
4059,4 km,T -0.5 @850,450.0,0.42603957653045654,0.33897456526756287,36.786827087402344,-0.02340618334710598,0.0003671411832328886,-2.02592396736145,0.017446216195821762,0.36931684613227844,-0.2526243933992062,WRF,T 0.5 @850,True
4605,4 km,q -0.0002 @412,450.0,1.2644712924957275,1.0062330961227417,176.51356506347656,-0.39558953046798706,-0.0032071734312921762,-1.5443487167358398,0.00569852814078331,-1.2085973024368286,3.0451881963676772,WRF,q 0.0002 @412,True
4696,4 km,q -0.0002 @500,450.0,1.0153040885925293,0.8080117106437683,128.9186553955078,0.42191675305366516,-0.0017235168488696218,-1.1623187065124512,0.10585068166255951,-0.175381138920784,1.681608449194069,WRF,q 0.0002 @500,True
4787,4 km,q -0.0002 @600,450.0,0.8201131224632263,0.6525300741195679,81.47138214111328,-0.06024196743965149,-0.0044778939336538315,-1.93953537940979,0.13738828897476196,-0.3233409523963928,0.11401205889351229,WRF,q 0.0002 @600,True
4878,4 km,q -0.0002 @730,450.0,0.7238214015960693,0.575931191444397,76.4983901977539,-0.12361603230237961,-0.004137285985052586,-1.3788028955459595,-0.02835182659327984,-0.27832990884780884,0.3312701641925976,WRF,q 0.0002 @730,True
4969,4 km,q -0.0002 @850,450.0,0.7057704329490662,0.5615656971931458,72.69454193115234,-0.1045781597495079,-0.002947620116174221,-1.2670178413391113,0.025560788810253143,-0.17074567079544067,0.2238011505868339,WRF,q 0.0002 @850,True
1875,100 m,T -0.5 @412,450.0,0.7233633995056152,0.5758007168769836,73.73184204101562,-1.2265886068344116,-0.013054859824478626,-13.729066848754883,-0.0013141314266249537,-1.2330492734909058,0.40581694422998554,WRF,T 0.5 @412,True
1966,100 m,T -0.5 @500,450.0,,,,,,,,,,WRF,T 0.5 @500,True
2057,100 m,T -0.5 @600,450.0,,,,,,,,,,WRF,T 0.5 @600,True
2148,100 m,T -0.5 @730,450.0,,,,,,,,,,WRF,T 0.5 @730,True
2239,100 m,T -0.5 @850,450.0,0.34165728092193604,0.2719598710536957,30.573888778686523,0.09936597943305969,-0.006396863609552383,-3.0360050201416016,-0.00037701381370425224,-0.05508224293589592,-0.0743820277920128,WRF,T 0.5 @850,True
2785,100 m,q -0.0002 @412,450.0,0.9246026277542114,0.7359908223152161,107.0240478515625,-2.990417003631592,-0.014959340915083885,-5.637491703033447,-0.020877592265605927,-1.1973822116851807,1.2971111779594777,WRF,q 0.0002 @412,True
2876,100 m,q -0.0002 @500,450.0,,,,,,,,,,WRF,q 0.0002 @500,True
2967,100 m,q -0.0002 @600,450.0,,,,,,,,,,WRF,q 0.0002 @600,True
3058,100 m,q -0.0002 @730,450.0,,,,,,,,,,WRF,q 0.0002 @730,True
3149,100 m,q -0.0002 @850,450.0,0.5055801868438721,0.40244415402412415,46.927677154541016,0.2007448673248291,-0.00994738657027483,-1.6234530210494995,0.023283028975129128,-0.008603704161942005,0.006177800816616327,WRF,q 0.0002 @850,True
55,1 km,T -0.5 @412,450.0,0.905098021030426,0.7202760577201843,109.22708892822266,-0.053412292152643204,-0.011004699394106865,-8.182283401489258,0.061429463326931,-0.8859900236129761,0.773253405152973,WRF,T 0.5 @412,True
146,1 km,T -0.5 @500,450.0,0.6864482760429382,0.546282172203064,79.78810119628906,-0.0476364903151989,-0.008301184512674809,-5.507813930511475,-0.004125047009438276,-0.24584197998046875,0.39748023713488845,WRF,T 0.5 @500,True
237,1 km,T -0.5 @600,450.0,0.5940613150596619,0.4726279377937317,66.83905792236328,0.12302170693874359,-0.0058797430247068405,-3.512052536010742,0.057556699961423874,0.16039201617240906,0.22201405097105453,WRF,T 0.5 @600,True
328,1 km,T -0.5 @730,450.0,0.509803295135498,0.4056072235107422,55.7774543762207,0.08137266337871552,-0.003937177825719118,-2.600200891494751,0.037328384816646576,0.11055867373943329,0.10402868352762817,WRF,T 0.5 @730,True
419,1 km,T -0.5 @850,450.0,0.40465083718299866,0.32193946838378906,43.279747009277344,-0.09530477225780487,-0.00265640951693058,-2.592426300048828,0.023471491411328316,0.30107295513153076,0.02631298773972137,WRF,T 0.5 @850,True
965,1 km,q -0.0002 @412,450.0,1.1431825160980225,0.9096990823745728,151.57376098632812,-0.3851880431175232,-0.010726526379585266,-3.7468395233154297,-0.005843568593263626,-1.1892374753952026,1.7459855434118046,WRF,q 0.0002 @412,True
1056,1 km,q -0.0002 @500,450.0,0.9455480575561523,0.7524448037147522,116.40684509277344,0.17680202424526215,-0.010424775071442127,-3.059270143508911,0.047999490052461624,-0.19214415550231934,0.9348468610790833,WRF,q 0.0002 @500,True
1147,1 km,q -0.0002 @600,450.0,0.8015326857566833,0.6377361416816711,90.2762451171875,0.18873794376850128,-0.006675514858216047,-2.2313232421875,0.05929650366306305,-0.13457073271274567,0.3363551555900985,WRF,q 0.0002 @600,True
1238,1 km,q -0.0002 @730,450.0,0.6698411703109741,0.5329620242118835,73.23636627197266,0.41575726866722107,-0.005629946477711201,-2.5332939624786377,-0.005522499792277813,0.2925603985786438,0.1525733796271215,WRF,q 0.0002 @730,True
1329,1 km,q -0.0002 @850,450.0,0.6167582869529724,0.4907183349132538,66.89179992675781,-0.05955831706523895,-0.005568874999880791,-2.405975103378296,0.023666303604841232,0.2407667189836502,0.10751511685055182,WRF,q 0.0002 @850,True
7489,250 m,T -0.5 @412,444.3769014734052,0.6312849181998103,0.4993977934320525,91.9394995862912,-0.07404808714914245,-0.0001564215720335786,-3.8105272434378,-0.02177563358980597,-2.2322462690867,1.2904757580222963,MONC,T 0.5 @412,True
7572,250 m,T -0.5 @500,444.3769014734052,0.4893832843511063,0.3871420420503,62.7438033108398,-0.021600044885767285,-0.00011698248773937749,-2.4660980771785996,0.01849811569874489,-0.9963189473408,0.5509463999234043,MONC,T 0.5 @500,True
7655,250 m,T -0.5 @600,444.3769014734052,0.4163488024162802,0.3293658176052645,47.8726736906984,-0.023864608588893214,-9.52675164273171e-05,-2.9527763511785,0.218232823309,-0.016277245292066478,0.1890624561816878,MONC,T 0.5 @600,True
7738,250 m,T -0.5 @730,444.3769014734052,0.4829134743293934,0.3820238953060197,59.4335172736739,-0.0143500924654422,-9.105681568438029e-05,-1.6163493078538,0.1022096689302,0.016965836469285192,0.417389610409586,MONC,T 0.5 @730,True
7821,250 m,T -0.5 @850,444.3769014734052,0.5211444218580823,0.4122676890135039,57.6654325696193,0.01485722526406506,-0.00010577705977135079,-0.7639908337847999,0.07415418285681508,0.2817823161775,0.1347690814742321,MONC,T 0.5 @850,True
5497,1 km,T -0.5 @412,444.3769014734052,0.7353979379338966,0.5833238245151051,127.18034056566371,-0.046912389667286364,-4.60001770518345e-05,-2.7562888480621,-0.06338980365861759,-2.9827528172610998,1.9374513383548333,MONC,T 0.5 @412,True
5580,1 km,T -0.5 @500,444.3769014734052,0.5515105224002923,0.4374627811585583,59.300863587390594,-0.0031648458460907048,-3.2072728908474724e-05,-1.9737566472836998,0.06188953350503386,-1.4582934213009,-0.1247929313185096,MONC,T 0.5 @500,True
5663,1 km,T -0.5 @600,444.3769014734052,0.516661829711893,0.4098205052563344,38.3786167146407,-0.000328522502223089,-2.9085505874538545e-05,-2.2662367951288998,0.16415553294420002,-0.6558619168666999,-0.8566045960632067,MONC,T 0.5 @600,True
5746,1 km,T -0.5 @730,444.3769014734052,0.5666249290126756,0.4494516555021164,48.043774022597404,0.006758921793400337,-3.2597872620669184e-05,-0.35609074168620003,-0.08312221292891508,0.34576644398629997,-0.6833125687218171,MONC,T 0.5 @730,True
5829,1 km,T -0.5 @850,444.3769014734052,0.7346407321703055,0.5827232025399666,61.765559268893696,0.008750196132975063,-5.58186423620976e-05,0.5499935753453,-0.2789226477458,0.8790265688519,-0.8995253713609372,MONC,T 0.5 @850,True
6327,1 km,q -0.0002 @412,444.3769014734052,1.023424545774219,0.8117889503753872,264.59693055691554,-0.0504401736608444,-4.9630018824539974e-05,2.6787218935853003,0.035536595382172895,-2.0212504549861996,6.665259123669571,MONC,q 0.0002 @412,True
6410,1 km,q -0.0002 @500,444.3769014734052,0.8668225826713182,0.6875709571887114,123.2973414011162,0.016298513494145954,-4.2320732259761116e-05,0.09299219516142528,0.1450392255811,-0.4914646377605,1.1484477032296212,MONC,q 0.0002 @500,True
6493,1 km,q -0.0002 @600,444.3769014734052,0.7330558253572121,0.5814660411365365,72.195216720388,0.02319841703992266,-3.463853072031842e-05,-0.3884781161991,0.1567806773042,0.2034422021777,-0.4478343795304482,MONC,q 0.0002 @600,True
6576,1 km,q -0.0002 @730,444.3769014734052,0.7321504754038983,0.5807479099451597,77.9902998687693,0.05428498190509796,-2.7331100388301065e-05,-0.46839356350649997,0.1444127768762,0.5100492097754,-0.1918084487539886,MONC,q 0.0002 @730,True
6659,1 km,q -0.0002 @850,444.3769014734052,0.7651061434613666,0.6068886228016481,77.8771574132139,0.024074947854387876,-3.570314309781693e-05,-0.8633679858819,0.0625073084977992,-0.2315680262962,-0.3455630382202912,MONC,q 0.0002 @850,True
3696,4 km,T -0.5 @412,440.0,0.9999274015426636,0.7907439470291138,101.39081573486328,-0.0011624341132119298,-0.005028578452765942,-5.380617618560791,0.012603024020791054,-0.8726244568824768,0.7690265304134987,WRF,T 0.5 @412,True
3787,4 km,T -0.5 @500,440.0,0.7608311772346497,0.6016805768013,73.92133331298828,-0.35367849469184875,-0.007413447368890047,-2.943403720855713,-0.035697635263204575,-0.9600610136985779,0.367178735119888,WRF,T 0.5 @500,True
3878,4 km,T -0.5 @600,440.0,0.6381420493125916,0.5045429468154907,61.356136322021484,-0.07622034102678299,-0.004286077804863453,-1.4596319198608398,0.08082796633243561,-0.4147449731826782,0.25648727623900885,WRF,T 0.5 @600,True
3969,4 km,T -0.5 @730,440.0,0.55129075050354,0.43588191270828247,50.26491165161133,-0.5963342189788818,-0.003179489867761731,-1.466511607170105,0.024881796911358833,-0.11732908338308334,0.059737180004569505,WRF,T 0.5 @730,True
4060,4 km,T -0.5 @850,440.0,0.4368300437927246,0.3453802168369293,35.039283752441406,0.06906572729349136,0.0006326624425128102,-2.0734782218933105,0.021079936996102333,0.37300416827201843,-0.22951125666398178,WRF,T 0.5 @850,True
4606,4 km,q -0.0002 @412,440.0,1.2802026271820068,1.0123341083526611,164.69798278808594,-0.40928778052330017,-0.005831173621118069,-1.799207091331482,0.02285977080464363,-1.2184677124023438,3.1257632618039586,WRF,q 0.0002 @412,True
4697,4 km,q -0.0002 @500,440.0,1.0224778652191162,0.808577835559845,114.62516784667969,0.4861036241054535,-0.0030347355641424656,-1.2563395500183105,0.08799348771572113,-0.16937313973903656,1.4324166131361047,WRF,q 0.0002 @500,True
4788,4 km,q -0.0002 @600,440.0,0.8395475745201111,0.6638035178184509,76.35745239257812,-0.008976980112493038,-0.006795699708163738,-2.0121734142303467,0.09675585478544235,-0.2920665144920349,0.11528679796415803,WRF,q 0.0002 @600,True
4879,4 km,q -0.0002 @730,440.0,0.7392951250076294,0.5845513939857483,71.55203247070312,-0.13958249986171722,-0.005682982504367828,-1.4262551069259644,-0.006988268345594406,-0.2564573884010315,0.33604058709967094,WRF,q 0.0002 @730,True
4970,4 km,q -0.0002 @850,440.0,0.7210437655448914,0.5701198577880859,68.19038391113281,-0.05106578767299652,-0.004404916428029537,-1.2728651762008667,0.03665200248360634,-0.17134509980678558,0.23715313154915715,WRF,q 0.0002 @850,True
1876,100 m,T -0.5 @412,440.0,0.7251726388931274,0.5735446214675903,67.51639556884766,-1.3443028926849365,-0.019515279680490494,-14.721875190734863,-0.0031892640981823206,-1.1548433303833008,0.4260473205014768,WRF,T 0.5 @412,True
1967,100 m,T -0.5 @500,440.0,,,,,,,,,,WRF,T 0.5 @500,True
2058,100 m,T -0.5 @600,440.0,,,,,,,,,,WRF,T 0.5 @600,True
2149,100 m,T -0.5 @730,440.0,,,,,,,,,,WRF,T 0.5 @730,True
2240,100 m,T -0.5 @850,440.0,0.3448702096939087,0.2727617621421814,27.995681762695312,-0.19621822237968445,-0.013609104789793491,-3.7579569816589355,0.0020293716806918383,-0.09936937689781189,-0.07560916585018,WRF,T 0.5 @850,True
2786,100 m,q -0.0002 @412,440.0,0.9340423345565796,0.7387397289276123,99.16331481933594,-2.632007598876953,-0.026032615453004837,-6.454106330871582,-0.006655844394117594,-1.1302348375320435,1.3603375331457692,WRF,q 0.0002 @412,True
2877,100 m,q -0.0002 @500,440.0,,,,,,,,,,WRF,q 0.0002 @500,True
2968,100 m,q -0.0002 @600,440.0,,,,,,,,,,WRF,q 0.0002 @600,True
3059,100 m,q -0.0002 @730,440.0,,,,,,,,,,WRF,q 0.0002 @730,True
3150,100 m,q -0.0002 @850,440.0,0.5121968388557434,0.4050990641117096,42.402645111083984,-0.030171530321240425,-0.01742720976471901,-1.9692010879516602,0.012752055190503597,-0.013556539081037045,-0.04163568595865516,WRF,q 0.0002 @850,True
56,1 km,T -0.5 @412,440.0,0.9145512580871582,0.7231985330581665,101.0023193359375,-0.05362744629383087,-0.016703374683856964,-8.675698280334473,0.03892511501908302,-0.8646990656852722,0.7811763768755813,WRF,T 0.5 @412,True
147,1 km,T -0.5 @500,440.0,0.6930358409881592,0.5480387806892395,72.69715118408203,0.08686215430498123,-0.011428244411945343,-5.412522792816162,0.004590755794197321,-0.191360205411911,0.3459719024612086,WRF,T 0.5 @500,True
238,1 km,T -0.5 @600,440.0,0.6120465397834778,0.48389333486557007,63.124393463134766,0.2801993787288666,-0.007679068949073553,-3.5292444229125977,0.044580183923244476,0.22060894966125488,0.23722193818974335,WRF,T 0.5 @600,True
329,1 km,T -0.5 @730,440.0,0.5239097476005554,0.41422227025032043,52.23044204711914,0.11203350126743317,-0.005629139952361584,-2.645798683166504,0.024205222725868225,0.1258581429719925,0.09715190118428418,WRF,T 0.5 @730,True
420,1 km,T -0.5 @850,440.0,0.41650158166885376,0.3292953073978424,40.91679382324219,-0.0276059377938509,-0.004014092031866312,-2.6703133583068848,0.016279814764857292,0.315460741519928,0.03728088251726667,WRF,T 0.5 @850,True
966,1 km,q -0.0002 @412,440.0,1.1590744256973267,0.9165331721305847,141.2324676513672,-0.3478357195854187,-0.01719067245721817,-4.235168933868408,0.0015340974787250161,-1.180643081665039,1.8006140152368937,WRF,q 0.0002 @412,True
1057,1 km,q -0.0002 @500,440.0,0.9572309255599976,0.7569382190704346,104.98518371582031,0.2698262929916382,-0.015751050785183907,-3.1486198902130127,0.03593652695417404,-0.15488137304782867,0.7858446675541962,WRF,q 0.0002 @500,True
